contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,expiry
TSLA250808C00490000,2025-08-01 19:18:09+00:00,490.0,0.01,0.01,0.02,0.0,0.0,3736.0,684,1.1171919140625,False,2025-08-08
TSLA250808C00500000,2025-08-01 19:46:33+00:00,500.0,0.01,0.01,0.02,0.0,0.0,6376.0,10384,1.15625421875,False,2025-08-08
TSLA250815C00305000,2025-08-01 19:59:47+00:00,305.0,10.75,10.65,10.75,-3.25,-23.214285,9907.0,4799,0.5013477600097658,False,2025-08-15
TSLA250815C00307500,2025-08-01 19:59:42+00:00,307.5,9.59,9.5,9.6,-3.0599995,-24.18972,2755.0,941,0.49841810180664065,False,2025-08-15
TSLA250815C00310000,2025-08-01 19:59:53+00:00,310.0,8.55,8.45,8.55,-2.8000002,-24.669603,8356.0,7560,0.4962818927001954,False,2025-08-15
TSLA250815C00312500,2025-08-01 19:59:49+00:00,312.5,7.5,7.45,7.55,-2.6999998,-26.470587,2748.0,1397,0.492741889038086,False,2025-08-15
TSLA250815C00315000,2025-08-01 19:59:56+00:00,315.0,6.66,6.6,6.7,-2.3400002,-26.000002,9303.0,7502,0.49231464721679696,False,2025-08-15
TSLA250815C00317500,2025-08-01 19:56:26+00:00,317.5,5.95,5.8,5.9,-2.1000004,-26.08696,1246.0,1336,0.4908498181152344,False,2025-08-15
TSLA250815C00320000,2025-08-01 19:59:31+00:00,320.0,5.15,5.1,5.2,-2.0,-27.972027,10551.0,12405,0.49060567993164067,False,2025-08-15
TSLA250815C00322500,2025-08-01 19:59:54+00:00,322.5,4.5,4.45,4.55,-2.0,-30.769232,2084.0,1833,0.48956809265136725,False,2025-08-15
TSLA250815C00325000,2025-08-01 19:59:54+00:00,325.0,3.94,3.9,4.0,-1.8600001,-32.06897,5955.0,8162,0.4903615417480469,False,2025-08-15
TSLA250815C00327500,2025-08-01 19:54:34+00:00,327.5,3.46,3.4,3.5,-1.6599998,-32.42187,1167.0,1240,0.4908498181152344,False,2025-08-15
TSLA250815C00330000,2025-08-01 19:59:36+00:00,330.0,3.04,3.0,3.05,-1.4200001,-31.838566,9596.0,15466,0.4910939562988281,False,2025-08-15
TSLA250815C00332500,2025-08-01 19:57:04+00:00,332.5,2.74,2.62,2.66,-1.2700002,-31.670826,2981.0,1261,0.49207050903320315,False,2025-08-15
TSLA250815C00335000,2025-08-01 19:59:12+00:00,335.0,2.33,2.29,2.33,-1.2,-33.994335,4463.0,5099,0.49414568359375005,False,2025-08-15
TSLA250815C00340000,2025-08-01 19:59:12+00:00,340.0,1.78,1.76,1.8,-0.95000005,-34.798534,4694.0,15302,0.500005,False,2025-08-15
TSLA250815C00345000,2025-08-01 19:58:15+00:00,345.0,1.4,1.37,1.39,-0.6999999,-33.333332,4829.0,9979,0.5051319018554687,False,2025-08-15
TSLA250815C00350000,2025-08-01 19:59:47+00:00,350.0,1.09,1.07,1.1,-0.55999994,-33.939392,8765.0,30596,0.5136767382812499,False,2025-08-15
TSLA250815C00355000,2025-08-01 19:59:06+00:00,355.0,0.88,0.86,0.88,-0.45000005,-33.834587,1722.0,5085,0.524418818359375,False,2025-08-15
TSLA250815C00360000,2025-08-01 19:52:55+00:00,360.0,0.72,0.69,0.71,-0.32999992,-31.428566,2502.0,11791,0.5346726220703125,False,2025-08-15
TSLA250815C00365000,2025-08-01 19:59:31+00:00,365.0,0.59,0.57,0.59,-0.26000005,-30.58824,1119.0,4239,0.5476119458007813,False,2025-08-15
TSLA250815C00370000,2025-08-01 19:58:17+00:00,370.0,0.5,0.48,0.49,-0.22000003,-30.555557,1344.0,14608,0.56055126953125,False,2025-08-15
TSLA250815C00375000,2025-08-01 19:57:52+00:00,375.0,0.42,0.4,0.43,-0.19000003,-31.147545,1708.0,6282,0.5751995605468749,False,2025-08-15
TSLA250815C00380000,2025-08-01 19:56:25+00:00,380.0,0.35,0.35,0.37,-0.16999999,-32.692307,929.0,13124,0.5898478515625001,False,2025-08-15
TSLA250815C00385000,2025-08-01 19:58:41+00:00,385.0,0.31,0.3,0.32,-0.120000005,-27.906979,1305.0,2433,0.6035195898437502,False,2025-08-15
TSLA250815C00390000,2025-08-01 19:55:43+00:00,390.0,0.26,0.27,0.28,-0.100000024,-27.777782,189.0,5360,0.6191444335937502,False,2025-08-15
TSLA250815C00395000,2025-08-01 19:54:59+00:00,395.0,0.24,0.23,0.25,-0.08,-25.0,1821.0,1784,0.6323278955078125,False,2025-08-15
TSLA250815C00400000,2025-08-01 19:57:22+00:00,400.0,0.22,0.2,0.22,-0.050000012,-18.518522,4119.0,22273,0.6455113574218749,False,2025-08-15
TSLA250815C00405000,2025-08-01 17:59:27+00:00,405.0,0.18,0.17,0.19,-0.03999999,-18.181814,102.0,2625,0.6552768847656252,False,2025-08-15
TSLA250815C00410000,2025-08-01 19:54:01+00:00,410.0,0.16,0.15,0.17,-0.040000007,-20.000004,90.0,3836,0.6689486230468751,False,2025-08-15
TSLA250815C00415000,2025-08-01 19:46:12+00:00,415.0,0.13,0.13,0.15,-0.040000007,-23.529415,69.0,1462,0.6796907031250001,False,2025-08-15
TSLA250815C00420000,2025-08-01 19:58:02+00:00,420.0,0.13,0.11,0.14,-0.02000001,-13.33334,449.0,6279,0.692385888671875,False,2025-08-15
TSLA250815C00425000,2025-08-01 19:26:29+00:00,425.0,0.11,0.1,0.12,-0.030000001,-21.428572,131.0,2476,0.70312796875,False,2025-08-15
TSLA250815C00430000,2025-08-01 19:55:49+00:00,430.0,0.1,0.09,0.11,-0.019999996,-16.666664,82.0,4183,0.71679970703125,False,2025-08-15
TSLA250815C00435000,2025-08-01 17:46:27+00:00,435.0,0.08,0.08,0.09,-0.020000003,-20.000004,236.0,1911,0.7226590234375,False,2025-08-15
TSLA250815C00440000,2025-08-01 19:28:43+00:00,440.0,0.08,0.07,0.09,0.0,0.0,21.0,2329,0.7382838671874999,False,2025-08-15
TSLA250815C00445000,2025-08-01 19:32:58+00:00,445.0,0.06,0.06,0.08,-0.010000002,-14.285716,44.0,1650,0.7460962890625,False,2025-08-15
TSLA250815C00450000,2025-08-01 19:57:16+00:00,450.0,0.06,0.06,0.07,-0.010000002,-14.285716,515.0,12251,0.7597680273437502,False,2025-08-15
TSLA250815C00455000,2025-08-01 19:19:17+00:00,455.0,0.05,0.04,0.07,0.0,0.0,201.0,1452,0.7656273437500001,False,2025-08-15
TSLA250815C00460000,2025-08-01 18:30:48+00:00,460.0,0.05,0.03,0.06,0.0,0.0,93.0,3922,0.7695335546875001,False,2025-08-15
TSLA250815C00465000,2025-08-01 19:55:50+00:00,465.0,0.05,0.03,0.05,0.0,0.0,34.0,1126,0.7773459765625,False,2025-08-15
TSLA250815C00470000,2025-08-01 19:36:13+00:00,470.0,0.04,0.02,0.05,-0.010000002,-20.000004,46.0,5118,0.7851583984375,False,2025-08-15
TSLA250815C00475000,2025-08-01 18:44:55+00:00,475.0,0.03,0.02,0.04,0.0,0.0,136.0,1033,0.789064609375,False,2025-08-15
TSLA250815C00480000,2025-08-01 17:48:11+00:00,480.0,0.03,0.02,0.04,0.01,50.0,84.0,2270,0.804689453125,False,2025-08-15
TSLA250815C00485000,2025-07-29 15:04:36+00:00,485.0,0.03,0.02,0.03,-0.020000001,-40.000004,1.0,1460,0.8085956640624999,False,2025-08-15
TSLA250815C00490000,2025-08-01 18:14:00+00:00,490.0,0.02,0.02,0.03,0.0,0.0,12.0,4035,0.8242205078124999,False,2025-08-15
TSLA250815C00495000,2025-07-31 19:20:05+00:00,495.0,0.02,0.01,0.03,0.0,0.0,3.0,906,0.8242205078124999,False,2025-08-15
TSLA250815C00500000,2025-08-01 17:40:48+00:00,500.0,0.01,0.01,0.02,-0.01,-50.0,476.0,14406,0.8203142968749999,False,2025-08-15
TSLA250815C00505000,2025-07-31 14:02:50+00:00,505.0,0.02,0.01,0.02,0.01,100.0,1.0,473,0.8359391406249999,False,2025-08-15
TSLA250815C00515000,2025-08-01 16:58:37+00:00,515.0,0.01,0.01,0.02,-0.01,-50.0,70.0,580,0.85937640625,False,2025-08-15
TSLA250815C00520000,2025-08-01 14:06:28+00:00,520.0,0.01,0.01,0.02,0.0,0.0,16.0,2962,0.87500125,False,2025-08-15
TSLA250815C00530000,2025-08-01 16:08:50+00:00,530.0,0.01,0.01,0.02,0.0,0.0,73.0,2576,0.9062509375,False,2025-08-15
TSLA250815C00540000,2025-08-01 14:13:07+00:00,540.0,0.01,0.01,0.02,0.0,0.0,150.0,5988,0.929688203125,False,2025-08-15
TSLA250815C00550000,2025-08-01 16:08:53+00:00,550.0,0.01,0.01,0.02,0.0,0.0,111.0,4405,0.9531254687499999,False,2025-08-15
TSLA250822C00305000,2025-08-01 19:59:53+00:00,305.0,13.5,13.4,13.55,-3.1000004,-18.6747,1871.0,817,0.503483969116211,False,2025-08-22
TSLA250822C00310000,2025-08-01 19:59:42+00:00,310.0,11.21,11.15,11.3,-2.8199997,-20.099785,1977.0,1462,0.5015308636474609,False,2025-08-22
TSLA250822C00315000,2025-08-01 19:56:23+00:00,315.0,9.35,9.2,9.35,-2.3999996,-20.425528,1220.0,1985,0.4982960327148438,False,2025-08-22
TSLA250822C00320000,2025-08-01 19:59:54+00:00,320.0,7.61,7.55,7.65,-2.2899995,-23.13131,875.0,1812,0.4950001672363281,False,2025-08-22
TSLA250822C00325000,2025-08-01 19:59:16+00:00,325.0,6.3,6.15,6.25,-2.0,-24.096384,623.0,1374,0.4942677526855469,False,2025-08-22
TSLA250822C00330000,2025-08-01 19:59:28+00:00,330.0,5.08,5.0,5.1,-1.54,-23.262838,1253.0,2082,0.4951832708740235,False,2025-08-22
TSLA250822C00335000,2025-08-01 19:59:16+00:00,335.0,4.15,4.05,4.15,-1.4499998,-25.892853,553.0,991,0.49695327270507816,False,2025-08-22
TSLA250822C00340000,2025-08-01 19:57:26+00:00,340.0,3.39,3.3,3.4,-1.1600001,-25.494507,759.0,1736,0.5008594836425782,False,2025-08-22
TSLA250822C00345000,2025-08-01 19:56:31+00:00,345.0,2.76,2.69,2.75,-0.95000005,-25.606472,684.0,563,0.5014698291015626,False,2025-08-22
TSLA250822C00350000,2025-08-01 19:59:03+00:00,350.0,2.23,2.19,2.25,-0.77,-25.666666,1390.0,2148,0.50586431640625,False,2025-08-22
TSLA250822C00355000,2025-08-01 19:32:27+00:00,355.0,1.83,1.8,1.83,-0.66999996,-26.799997,750.0,699,0.5107470800781251,False,2025-08-22
TSLA250822C00360000,2025-08-01 19:59:32+00:00,360.0,1.53,1.49,1.52,-0.60000014,-28.169018,1255.0,1413,0.5174608801269531,False,2025-08-22
TSLA250822C00365000,2025-08-01 19:57:16+00:00,365.0,1.29,1.23,1.27,-0.43000007,-25.000004,852.0,1493,0.5241746801757812,False,2025-08-22
TSLA250822C00370000,2025-08-01 19:59:21+00:00,370.0,1.05,1.03,1.07,-0.42000008,-28.571432,528.0,1330,0.5319871020507813,False,2025-08-22
TSLA250822C00375000,2025-08-01 19:29:37+00:00,375.0,0.89,0.87,0.91,-0.37,-29.36508,332.0,880,0.540287800292969,False,2025-08-22
TSLA250822C00380000,2025-08-01 19:55:33+00:00,380.0,0.78,0.74,0.78,-0.26,-25.0,247.0,1125,0.549076774902344,False,2025-08-22
TSLA250822C00385000,2025-08-01 19:59:52+00:00,385.0,0.65,0.64,0.67,-0.24000001,-26.966295,107.0,464,0.5581098876953126,False,2025-08-22
TSLA250822C00390000,2025-08-01 19:51:03+00:00,390.0,0.57,0.55,0.58,-0.18,-24.0,69.0,487,0.5671430004882813,False,2025-08-22
TSLA250822C00395000,2025-08-01 18:10:11+00:00,395.0,0.49,0.49,0.51,-0.14999998,-23.437496,56.0,300,0.5778850805664062,False,2025-08-22
TSLA250822C00400000,2025-08-01 19:42:43+00:00,400.0,0.43,0.42,0.45,-0.13999999,-24.561401,385.0,1314,0.5866740551757812,False,2025-08-22
TSLA250822C00405000,2025-08-01 19:48:01+00:00,405.0,0.39,0.37,0.4,-0.13999999,-26.415092,66.0,334,0.596683720703125,False,2025-08-22
TSLA250822C00410000,2025-08-01 19:59:08+00:00,410.0,0.35,0.32,0.35,-0.06999999,-16.666666,44.0,482,0.6044961425781252,False,2025-08-22
TSLA250822C00415000,2025-08-01 17:26:57+00:00,415.0,0.29,0.28,0.3,-0.110000014,-27.500004,68.0,438,0.6113320117187502,False,2025-08-22
TSLA250822C00420000,2025-08-01 18:11:03+00:00,420.0,0.27,0.25,0.28,-0.06999999,-20.588232,53.0,924,0.62305064453125,False,2025-08-22
TSLA250822C00425000,2025-08-01 19:50:36+00:00,425.0,0.24,0.22,0.25,-0.030000016,-11.111116,11.0,367,0.631839619140625,False,2025-08-22
TSLA250822C00430000,2025-08-01 17:49:25+00:00,430.0,0.2,0.2,0.23,-0.03999999,-16.666664,28.0,204,0.6425816992187501,False,2025-08-22
TSLA250822C00435000,2025-08-01 16:25:15+00:00,435.0,0.2,0.17,0.19,-0.019999996,-9.090907,10.0,174,0.6455113574218749,False,2025-08-22
TSLA250822C00440000,2025-08-01 15:46:43+00:00,440.0,0.18,0.15,0.17,-0.00999999,-5.263153,134.0,307,0.6533237792968751,False,2025-08-22
TSLA250822C00445000,2025-08-01 15:32:50+00:00,445.0,0.16,0.14,0.16,-0.030000001,-15.7894745,13.0,182,0.6640658593750002,False,2025-08-22
TSLA250822C00450000,2025-08-01 16:45:43+00:00,450.0,0.13,0.12,0.15,-0.030000001,-18.750002,133.0,605,0.6728548339843752,False,2025-08-22
TSLA250822C00455000,2025-08-01 14:57:17+00:00,455.0,0.13,0.11,0.13,-0.02000001,-13.33334,2.0,149,0.6796907031250001,False,2025-08-22
TSLA250822C00460000,2025-07-31 15:20:16+00:00,460.0,0.1,0.1,0.13,-0.029999994,-23.07692,3.0,503,0.6914093359375001,False,2025-08-22
TSLA250822C00465000,2025-08-01 15:16:05+00:00,465.0,0.11,0.1,0.12,0.0,0.0,16.0,283,0.70312796875,False,2025-08-22
TSLA250822C00470000,2025-07-31 18:14:20+00:00,470.0,0.1,0.07,0.11,0.009999998,11.111108,2.0,125,0.70312796875,False,2025-08-22
TSLA250822C00480000,2025-08-01 19:31:17+00:00,480.0,0.06,0.06,0.09,-0.030000005,-33.333336,36.0,497,0.7187528125,False,2025-08-22
TSLA250822C00490000,2025-07-31 18:29:35+00:00,490.0,0.06,0.04,0.08,-0.010000002,-14.285716,10.0,242,0.7304714453125,False,2025-08-22
TSLA250822C00500000,2025-08-01 19:57:01+00:00,500.0,0.05,0.04,0.06,0.010000002,25.000006,66.0,463,0.7421900781249999,False,2025-08-22
TSLA250822C00510000,2025-08-01 19:56:28+00:00,510.0,0.05,0.03,0.05,0.010000002,25.000006,2.0,260,0.7539087109375,False,2025-08-22
TSLA250822C00520000,2025-07-31 19:04:30+00:00,520.0,0.04,0.01,0.05,0.0,0.0,1.0,30,0.7578149218750001,False,2025-08-22
TSLA250822C00540000,2025-07-29 19:30:03+00:00,540.0,0.04,0.01,0.03,0.0,0.0,72.0,98,0.7812521875,False,2025-08-22
TSLA250822C00600000,2025-08-01 19:05:32+00:00,600.0,0.01,0.01,0.02,0.0,0.0,10.0,165,0.8828136718749999,False,2025-08-22
TSLA250829C00305000,2025-08-01 19:59:50+00:00,305.0,15.9,15.7,15.85,-3.3500004,-17.4026,1323.0,486,0.5048267291259765,False,2025-08-29
TSLA250829C00310000,2025-08-01 19:57:31+00:00,310.0,13.6,13.45,13.6,-2.7999992,-17.073166,1555.0,1248,0.5013477600097658,False,2025-08-29
TSLA250829C00315000,2025-08-01 19:59:41+00:00,315.0,11.61,11.45,11.6,-2.4400005,-17.366552,867.0,1426,0.5009205181884766,False,2025-08-29
TSLA250829C00320000,2025-08-01 19:51:16+00:00,320.0,9.9,9.7,9.85,-2.1200008,-17.637278,1393.0,3086,0.49921155090332037,False,2025-08-29
TSLA250829C00325000,2025-08-01 19:59:54+00:00,325.0,8.25,8.2,8.3,-2.0500002,-19.902914,987.0,1604,0.49725844543457043,False,2025-08-29
TSLA250829C00330000,2025-08-01 19:58:58+00:00,330.0,7.05,6.85,7.0,-1.5500002,-18.023256,1878.0,2385,0.4973805145263672,False,2025-08-29
TSLA250829C00335000,2025-08-01 19:58:50+00:00,335.0,5.92,5.75,5.9,-1.6300001,-21.589405,303.0,1430,0.4985401708984375,False,2025-08-29
TSLA250829C00340000,2025-08-01 19:59:27+00:00,340.0,4.9,4.85,4.95,-1.2999997,-20.96774,559.0,1589,0.499577758178711,False,2025-08-29
TSLA250829C00345000,2025-08-01 19:59:27+00:00,345.0,4.15,4.05,4.15,-1.1999998,-22.429903,5316.0,1340,0.5012867254638673,False,2025-08-29
TSLA250829C00350000,2025-08-01 19:59:54+00:00,350.0,3.42,3.4,3.5,-0.98,-22.272726,1619.0,2848,0.5021412091064454,False,2025-08-29
TSLA250829C00355000,2025-08-01 19:59:02+00:00,355.0,2.93,2.89,2.95,-0.81999993,-21.866665,737.0,674,0.5063525927734375,False,2025-08-29
TSLA250829C00360000,2025-08-01 19:58:35+00:00,360.0,2.52,2.45,2.5,-0.6600001,-20.754719,1210.0,1588,0.510869149169922,False,2025-08-29
TSLA250829C00365000,2025-08-01 19:55:21+00:00,365.0,2.07,2.07,2.13,-0.6500001,-23.897062,290.0,764,0.5155077746582031,False,2025-08-29
TSLA250829C00370000,2025-08-01 19:58:24+00:00,370.0,1.83,1.76,1.82,-0.4899999,-21.120686,230.0,1155,0.5206346765136718,False,2025-08-29
TSLA250829C00375000,2025-08-01 19:59:46+00:00,375.0,1.53,1.51,1.56,-0.42000008,-21.538465,273.0,901,0.526371923828125,False,2025-08-29
TSLA250829C00380000,2025-08-01 19:59:36+00:00,380.0,1.33,1.3,1.35,-0.38,-22.222221,899.0,1424,0.5325974475097657,False,2025-08-29
TSLA250829C00385000,2025-08-01 19:58:50+00:00,385.0,1.17,1.12,1.17,-0.33000004,-22.000004,551.0,495,0.5388229711914063,False,2025-08-29
TSLA250829C00390000,2025-08-01 19:49:49+00:00,390.0,1.02,0.97,1.02,-0.26999998,-20.930233,179.0,815,0.5451705639648439,False,2025-08-29
TSLA250829C00395000,2025-08-01 19:52:01+00:00,395.0,0.88,0.86,0.9,-0.26999998,-23.47826,78.0,371,0.5532271240234375,False,2025-08-29
TSLA250829C00400000,2025-08-01 19:57:49+00:00,400.0,0.78,0.76,0.79,-0.19000006,-19.587635,1717.0,3502,0.56055126953125,False,2025-08-29
TSLA250829C00405000,2025-08-01 16:32:57+00:00,405.0,0.65,0.66,0.7,-0.19,-22.619047,118.0,1178,0.5668988623046876,False,2025-08-29
TSLA250829C00410000,2025-08-01 19:04:58+00:00,410.0,0.61,0.58,0.63,-0.19,-23.75,22.0,503,0.5744671459960937,False,2025-08-29
TSLA250829C00415000,2025-08-01 19:32:55+00:00,415.0,0.54,0.51,0.56,-0.099999964,-15.624994,92.0,634,0.5810588769531251,False,2025-08-29
TSLA250829C00420000,2025-08-01 19:22:11+00:00,420.0,0.49,0.47,0.5,-0.110000014,-18.333336,153.0,601,0.5898478515625001,False,2025-08-29
TSLA250829C00425000,2025-08-01 19:26:29+00:00,425.0,0.42,0.41,0.45,-0.09,-17.647058,33.0,782,0.5961954443359375,False,2025-08-29
TSLA250829C00430000,2025-08-01 17:24:17+00:00,430.0,0.39,0.37,0.41,-0.09,-18.750002,43.0,179,0.6040078662109377,False,2025-08-29
TSLA250829C00435000,2025-08-01 17:26:57+00:00,435.0,0.35,0.33,0.37,-0.110000014,-23.913046,10.0,122,0.6108437353515627,False,2025-08-29
TSLA250829C00440000,2025-08-01 17:24:17+00:00,440.0,0.33,0.29,0.34,-0.07999998,-19.512192,10.0,199,0.6176796044921876,False,2025-08-29
